,company,Job_title,application_1,followers,state,city,country,industry,employees,involment,level,company_id,job_id,details_id,Job_description,technical_skills,job class
218,Accenture in India,Industry X - Aero Engineering - Stress Analysis - 09,9,1509957,Karnataka,Bengaluru,India,IT Services and IT Consulting,10001,Full-time , Mid-Senior level,C6,J239,D239,"About the job
About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries,we offer Strategy and Consulting,Technology and Operations Services, and Accenture Song - all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com


Entity: - Accenture Industry X

Team: - Technical Publication

Job location: - Bangalore

Level :- 9/Specialist About Industry X: - Industry X combines Accenture’s powerful digital capabilities with deep engineering and manufacturing expertise. We use the power of data and digital to help our clients reimagine the products they make, and how they make them. By connecting engineering and manufacturing operations every step of the way - from how products are designed and engineered, sourced and supplied, manufactured, to how they are serviced and renewed, we help them achieve greater productivity, drive growth and meet their sustainability commitments Job : Role : Static Structural/ Stress Analysis

BE / M.Tech in Mechanical, Aerospace, Aeronautical Engineering or relevant subject

Minimum 10+ years of Experience.

Capable of handling the customer technically.

Technical Training and guiding the team.

Handling the team of min 10 to 15 members.

Highly preferred A350/A350F primary and secondary structure experience with good knowledge of Airbus tools and methods.

Good Experience in Hyperworks, ISAMI and Nastran/Patran

Stress analysis of Metallic and Composite Aircraft Structural components using ISAMI (CFH, MFH, CFA, CSPS, DT TI, DT EI, Unfolding) & Hand Calculations.

Experience in GFEM/DFEM creation, validation, and condensation

Preparation/Checking of Stress Certification Dossiers.

Overall min 10+ years of experience.

Having VBA/Python programming, Catia is an added advantage. NA","excel,flask,python",Class 1
219,Accenture in India,Industry X - Aero Engineering - Stress Analysis - 09,8,1509957,Karnataka,Bengaluru,India,IT Services and IT Consulting,10001,Full-time , Mid-Senior level,C6,J257,D257,"About the job
About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries,we offer Strategy and Consulting,Technology and Operations Services, and Accenture Song - all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com


Entity: - Accenture Industry X

Team: - Technical Publication

Job location: - Bangalore

Level :- 9/Specialist About Industry X: - Industry X combines Accenture’s powerful digital capabilities with deep engineering and manufacturing expertise. We use the power of data and digital to help our clients reimagine the products they make, and how they make them. By connecting engineering and manufacturing operations every step of the way - from how products are designed and engineered, sourced and supplied, manufactured, to how they are serviced and renewed, we help them achieve greater productivity, drive growth and meet their sustainability commitments Job : Role : Static Structural/ Stress Analysis

BE / M.Tech in Mechanical, Aerospace, Aeronautical Engineering or relevant subject

Minimum 10+ years of Experience.

Capable of handling the customer technically.

Technical Training and guiding the team.

Handling the team of min 10 to 15 members.

Highly preferred A350/A350F primary and secondary structure experience with good knowledge of Airbus tools and methods.

Good Experience in Hyperworks, ISAMI and Nastran/Patran

Stress analysis of Metallic and Composite Aircraft Structural components using ISAMI (CFH, MFH, CFA, CSPS, DT TI, DT EI, Unfolding) & Hand Calculations.

Experience in GFEM/DFEM creation, validation, and condensation

Preparation/Checking of Stress Certification Dossiers.

Overall min 10+ years of experience.

Having VBA/Python programming, Catia is an added advantage. NA","excel,flask,python",Class 1
220,Hyatt Regency,Materials Clerk,106,377324,Kerala,Kochi,India,Hospitality,10001,Full-time , Entry level,C85,J240,D240,"About the job
Summary

You will be responsible to provide an excellent and consistent level of administrative support to your customers. The Materials Clerk is responsible to assist the Materials Manager in the smooth operation and efficient running of the Materials Department while meeting department’s objectives

Qualifications

Basic knowledge in Purchasing/Receiving/Store management, Account preferable /

Basic computer skills particularly in the use of MS Office","django,excel,flask",Class 3
221,Gartner,Market Research Specialist,120,1471887,Haryana,Gurgaon,India,Information Services,10001,Full-time , Mid-Senior level,C73,J241,D241,"About the job
About Gartner Digital Markets

Gartner Digital Markets is a business unit within Gartner. Our mission is to help small businesses make the right technology decisions and find the tools they need to grow, optimize, and become more effective at what they do. The business is comprised of three leading brands—Capterra, Software Advice, and GetApp. For candidates interested in taking their next career step in the technology space, Gartner Digital Markets offers the fast pace and excitement of working for a startup, the stability and resources of a large, established organization, and the opportunity to be on the front lines of innovation in an industry that is always growing and transforming.

Job Profile

The Market Research Specialist provides research to support the creation of strategy and published content for Capterra, Software Advice, and GetApp. This role will require the candidate to provide error-free research that can be used in deliverables directly, as well as accurate analyses used to support strategic decision-making. The usual interactions will be with people at the same level in the hierarchy.

What You Will Do

Research product information across different software categories
Ideate new content types and methodologies through brainstorming sessions with your peers
Conduct market and competitor analysis across various software segments
Present the findings to leadership or other stakeholders in the form of MS Excel or Powerpoint Presentation
Write various types of blog-form content centered around software categories

What You’ll Need

2-3 years of total experience, with exposure to secondary research mandatory (those with secondary research experience in the technology domain will be preferred)
BE/B.Tech (4 years Engineering degree) and MBA would be preferred
Good writing skills with experience in presenting research findings in form of articles or reports (at least 1000-1500 words)
Experience in using MS office tools with proficiency around MS Excel
Ability to compile findings in a structured manner
Delivery of projects on time and maintain high-quality standards of the deliverables
Strong understanding of technology domains in general and expertise in specific domains as required
Demonstrate complete ownership of the tasks/projects assigned

Who You Are

You care deeply about research quality and consistency, and you have an incredibly keen eye for detail.
You’re an organization and prioritization master. You can manage multiple projects at once and get everything done on time, without anything falling through the cracks.
You love to learn, and you’re constantly adding new skills to your arsenal.
You’re an expert communicator. You’re not afraid to ask questions to figure out who the right point person is, and you’re proactive about providing updates on tasks and projects to keep all key stakeholders informed.
You’re a team player. You’re always willing to roll up your sleeves and contribute in every possible manner.
You show a strong awareness of major issues across the IT industry and an eagerness to learn more.
You can use online and other secondary research materials quickly and effectively.

Who We Are

Action-Oriented - Deliver fast, get great results. We embrace the vision, roadmap to success and the action it takes to make it happen.
Intellectually Curious - Seek to learn, love to teach. We’re humble and embrace respectful, radical candor with a mindset of ongoing professional and personal development.
Collaborative - One team, shared mission. We welcome feedback and understand the value of working together to accomplish more than what is possible individually.

What We Offer

Limitless career development and learning opportunities.
A collaborative and positive culture — Your team will be as smart and driven as you.
Outstanding compensation — Plus competitive benefits and generous time off.
A chance to make an impact — Your work will contribute directly to our strategy.

About Gartner

Gartner, Inc. (NYSE: IT) is the world’s leading information technology research and advisory company. We deliver the technology-related insight necessary for our clients to make the right decisions, every day. We work with every client to research, analyze, and interpret the business of IT within the context of their role. Founded in 1979, Gartner is headquartered in Stamford, Connecticut, U.S.A – Visit gartner.com to learn more.

Who are we?

Gartner delivers actionable, objective insight to executives and their teams. Our expert guidance and tools enable faster, smarter decisions and stronger performance on an organization’s most critical priorities. We’ve grown exponentially since our founding in 1979 and we're proud to have nearly 16,000 associates globally that support our 14,000+ clients in more than 100 countries.

What makes Gartner a great place to work?

Our teams are composed of individuals from different geographies, cultures, religions, ethnicities, races, genders, sexual orientations, abilities and generations. We believe that a variety of experiences makes us stronger—as individuals, as communities and as an organization. That’s why we're recognized worldwide as a great place to work year after year. We've been recognized by Fortune as one of the World’s Most Admired Companies, named a Best Place to Work for LGBTQ Equality by the Human Rights Campaign Corporate Equality Index and a Best Place to Work for Disability Inclusion by the Disability Equality Index. Looking for a place to turn your big ideas into reality? Join #LifeAtGartner

What We Offer

Our people are our most valuable asset, so we invest in them from Day 1. When you join our team, you’ll have access to a vast array of benefits to help you live your life well. These resources are designed to support your physical, financial and emotional well-being. We encourage continued personal and professional growth through ongoing learning and development opportunities. Our employee resource groups, charity match and volunteer programs keep you connected to your internal Gartner community and causes that matter to you.

The policy of Gartner is to provide equal employment opportunities to all applicants and employees without regard to race, color, creed, religion, sex, sexual orientation, gender identity, marital status, citizenship status, age, national origin, ancestry, disability, veteran status, or any other legally protected status and to affirmatively seek to advance the principles of equal employment opportunity.

Gartner is committed to being an Equal Opportunity Employer and offers opportunities to all job seekers, including job seekers with disabilities. If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access the Company’s career webpage as a result of your disability. You may request reasonable accommodations by calling Human Resources at +1 (203) 964-0096 or by sending an email to ApplicantAccommodations@gartner.com.

Job Requisition ID:70885

By submitting your information and application, you confirm that you have read and agree to the country or regional recruitment notice linked below applicable to your place of residence.

Gartner Applicant Privacy Link: https://jobs.gartner.com/applicant-privacy-policy

For efficient navigation through the application, please only use the back button within the application, not the back arrow within your browser.","excel,flask",Class 1
222,Enterprise Bot,API Integration - Trainee,23,18106,Karnataka,Bengaluru,India,IT Services and IT Consulting,200,Full-time , Internship,C63,J243,D243,"About the job
At Enterprise Bot, we create AI-powered bots to automate customer interactions and provide enterprises with a readily accessible digital agent to improve customer experience and create operational efficiency. We are a cashflow positive startup that has been accelerated by Startupbootcamp, Plug and Play, and the F10 in the past and is currently situated in the Generali Innovation Garage in Adliswil, Zurich.

Our current esteemed clients include companies like SIX Group (Swiss Stock Exchange), SWICA, Generali, and others with our focus on several languages such as English, German, French, Italian, Portuguese, and Dutch.

Spread across three office locations with headquartered in Switzerland, we are a team of over 50 super talented people of diverse nationalities and cultures. Fostering a truly open and progressive company culture with state-of-the-art engineering solutions - working at Enterprise Bot is a refreshing mix of purpose, challenge, and fun.

Tasks

We are looking for young and smart recent college graduates to be a part of our team to build API and data integrations on our low code tool for our global clients and projects.

Responsibilities:
Work with the integration teams at internal product & engineering teams
Attend calls and translate conceptual system requirements into technical data and integration requirements
Collaborate with team members to assist in the definition of project scope, deliverables, timelines, and develop standards and processes to support and facilitate integration projects and initiatives
Track and communicate the status of personal deliverables throughout the project lifecycle

Requirements
Bachelor's degree in computer science,information science, or similar
Basic knowledge of Node.js fundamentals
Eagerness to learn lots of new technologies
Excellent communication skills, both written and verbal
Exceptional analytical and problem-solving aptitude
Great organizational and time management skills

Benefits
A culture comprised of diverse, global teams who have a passion for collaboration and client service
The ability to have an impact on a fast-growing startup and innovative and state-of-the-art AI products and solutions
A competitive salary and scope for further advancement
A great environment that promotes open feedback and a flat hierarch, working at Enterprise Bot is a refreshing mix of purpose, challenge, and fun","ai,excel,flask",Class 3
223,Koch Business Solutions India,Opex Specialist,4,28005,Karnataka,Bengaluru,India,Oil and Gas,5000,Full-time , Mid-Senior level,C101,J245,D245,"About the job
Description

Job-specific intro paragraph

What You Will Do In Your Role

Bulleted List: Enter engaging responsibilities here - not a task list

The Experience You Will Bring

Requirements

Bulleted List: 4-5 objective, non-comparable requirements are recommended

What Will Put You Ahead

Bulleted List: Preferred qualifications","django,excel,flask",Class 3
224,Mittsure Technologies LLP,Sr. Data Analyst Executive,13,99,Rajasthan,Jaipur,India,Education,500,Full-time , Mid-Senior level,C111,J246,D246,"About the job
Senior BData Analyst Roles And Responsibilities
Assess the performance of project teams to ensure that the targets and deadlines are met in due time.
Co-ordinate with sales team across the network and keenly keep a track on individual’s performance, stock circulation in market on credit and sample floating.
Test and improvise system operations.
Supervise the design of new products and evaluate the sales pattern of the product.
Handle customer relationships and expectations by developing a communication process to keep others up to date on the project results.
Provide project analysis to senior management by producing required documentation including business requirements, future state proposals, UAT plan, use cases, sequence diagrams, and scope matrix.
Analyze and precisely file the business and systems requirements.
Serve as a liaison between the business operations and the IT professionals to assist or gather the business requirements needed for system modifications, enhancement, and implementation of strategies.
Maintain logs for meeting minutes, meeting schedules, project summaries, and updates.
Hold meetings with the project team regularly to review project deliverables and ensure that the deadlines are met.
Create daily & monthly reports on the overall performance and the targets achieved; point out the areas of improvement and give recommendations accordingly.
Identify and capitalize on improvement opportunities efficiently.
Identify innovative ways to understand the needs of the customers and increase customer satisfaction.
Communicate ideas and viewpoints on various opportunities to the senior management.
Technical Skills
Data Visualisation
Database proficiency
Programming languages
Software development
Requirements

Requirement:

Bachelor’s degree in business, accounting, IT, or a related field
Preferably from publication, Ed-tech or similar industries.
Business process modelling training—certification preferred
Proficiency is MS Office
Microsoft Vision and Access skills will be a bonus
Ability to handle multiple projects simultaneously
Good communication skills
Leadership skills
Problem-solving and analytical skills
Soft skills:
Leadership
Communication
Problem-solving
Technical understanding
Business operations
Client management
Multitasking
Teamwork","excel,flask",Class 3
225,Renaissance Hotels,Assistant Manager -Finance,44,53022,Karnataka,Bengaluru,India,Hospitality,10001,Full-time , Mid-Senior level,C147,J248,D248,"About the job
Job Number 22214140

Job Category Finance & Accounting

Location Renaissance Bengaluru Race Course Hotel, No 17 and 17/1 Madhava Nagar Extension Race Course Lane, Bengaluru, Karnataka, India VIEW ON MAP

Schedule Full-Time

Located Remotely? N

Relocation? N

Position Type Non-Management

Position Summary

Assist management in reviewing existing and evolving operating/financial issues. Check figures, postings, and documents for accuracy. Organize, secure, and maintain all files, records, cash and cash equivalents. Record, store, access, and/or analyze computerized financial information. Classify, code, and summarize numerical and financial data to compile and keep financial records, using journals, ledgers, and/or computers. Prepare, maintain, audit, and distribute statistical, financial, accounting, auditing, or payroll reports and tables. Prepare, review, reconcile, and issue bills, invoices, and account statements. Review, reconcile, and/or process credit card vouchers, advance deposits, overpayment, cancelled reservations, tax exemptions, and voucher (e.g., Marriott Rewards and gift certificates) invoices. Respond to and/or resolve questions or disputes from Marriott's Shared Service Center/guest, credit card companies, and banks. Conduct credit checks as directed. Follow-up and resolve past due accounts. Set up, maintain, and manage collections of check guarantee service accounts.

Assist management in training, evaluating, counseling, and motivating employees; serve as a role model and first point of contact of the Guarantee of Fair Treatment/Open Door Policy process. Follow all company policies and procedures; maintain confidentiality of proprietary information; protect company assets. Anticipate and address guests’ service needs. Speak with others using clear and professional language; prepare and review written documents accurately and completely; answer telephones using appropriate etiquette. Develop and maintain positive working relationships with others. Ensure adherence to quality expectations and standards. Read and visually verify information; stand, sit, or walk for an extended period of time. Move, lift, carry, push, pull, and place objects weighing less than or equal to 10 pounds without assistance. Perform other reasonable job duties as requested by Supervisors.

Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.

You were always one of those curious kids who opened every cabinet, peeked behind every door, and never ceased to ask ""why"" when given an explanation. Today, you bring your personal style to every experience. You live life to discover. You are passionate about your neighborhood, always looking to explore the places one wouldn’t find in a travel guide. If this sounds like you, you’re in the right place. You’ve got authentic style, natural curiosity and a warm way with people. Renaissance is not just a place to spend the night, it's a place to discover, a place in the world with style like yours. That’s why we’re not just looking for anyone. We’re looking for someone like you.","excel,flask",Class 3
226,OfExperiences,Founder's Office (Operations) part time job/internship at Bangalore in OfExperiences,22,1675,Karnataka,Bengaluru,India,E-Learning Providers,10,Part-time , Internship,C124,J249,D249,"About the job
This job is sourced from a job board. Learn more
About OfExperiences

LinkedIn page

We are a personal development platform that equips professionals to navigate career and life transitions. We enable non-traditional talent to get guidance, mentoring, skills, and job opportunities. We provide these services through cards (cohort-based journeys) to different target groups.

Activity on Internshala

Hiring since July 2022

5 opportunities posted

About Part Time Job/internship

Selected intern's day-to-day responsibilities include:

Handle customer, partner, and vendor databases
Coordinate with relevant stakeholders for payments (incoming and outgoing)
Ensure cash flow management- tracking, updation, trend analysis
Support the founder on other key initiatives - social media, content writing, and articles
Support the founder's personal brand-building efforts

Skill(s) required

Canva English Proficiency (Spoken) English Proficiency (Written) MS-Excel Social Media Marketing

Learn these skills on Internshala Trainings

Learn Social Media Marketing

Learn Digital Marketing Specialization

Learn MS-Excel

Specialize in Human Resource Management

Learn Business Communication

Who can apply

Only Those Candidates Can Apply Who

are available for the part time job/internship
can start the part time job/internship between 2nd Dec'22 and 6th Jan'23
are available for duration of 3 months
have relevant skills and interests
Women wanting to start/restart their career can also apply.

Perks

Certificate Letter of recommendation Flexible work hours 5 days a week

Number of openings

1

Additional Questions

Sign up to continue

Sign up/ Login with Google

OR

Email

Password

First Name

Last Name

By signing up, you agree to our Terms and Conditions .

Already registered? Login

Sign up to continue

Sign up/ Login with Google

OR

Email

Password

First Name

Last Name

By signing up, you agree to our Terms and Conditions .

Already registered? Login","django,excel,flask",Class 3
227,Genpact,Management Trainee - Financial Planning & Analysis-INS008056,69,2306128,Haryana,Gurugram,India,IT Services and IT Consulting,10001,Full-time , Associate,C74,J251,D251,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.

We are inviting applications for the role of MT, Financial Planning & Analysis

You must have excellent SME knowledge in budgeting, forecasting and variance analysis.

Are you the one we are looking for? Apply Now!

Responsibilities

In this role, you will be responsible for all the activities related to month end closing activities, and others including:

Responsible for yearly financial planning, monthly forecasting of revenue and all cost lines including head count, compensation grid, capacity optimization, productivity targets, utilization levels etc. and drive it through Performance reviews and Dashboards
Monitor targets/budgets and course corrections of plan Vs actual, Client wise presentation of monthly Financials and key financial levers will be a part of this role.
Review Month close activities for the businesses, support in deal Vs. projected P&L of all new deals, help operating leaders to understand the Key financial metrics to drive efficiency and profitability.
Provide financial support to the business in short term and long term strategy like new site setup, Joint Venture, change in Org structure, cost benefit analysis for new investment, etc.
Qualifications we seek in you

Minimum Qualifications

CA Inter / ICWA Inter / Post Graduate / MBA Finance (Candidate should come with B.Com Graduation)
Relevant work experience
Preferred qualifications

Good communication skills
Good exposure in FP&A domain
Macros / VBA an added advantage

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job

Management Trainee

Primary Location

India-Gurugram

Schedule

Full-time

Education Level

Bachelor's / Graduation / Equivalent

Job Posting

May 5, 2021, 3:19:38 PM

Unposting Date

Ongoing

Master Skills List

Operations

Job Category

Full Time","django,excel,flask",Class 1
228,ConvergePoint,Business Analyst,1,7070,Tamil Nadu,Chennai,India,Software Development,200,Full-time , Mid-Senior level,C49,J252,D252,"About the job
Product Manager / Sr / Business Analyst

ConvergePoint is currently looking for a Product Manager (Sr Business Analyst) to manage the product lifecycle of our B2B SaaS products. We are a fast-growing software startup helping a large variety of mid-size and large organizations including Fortune 500 companies across all industries with their regulatory compliance on Microsoft SharePoint and Office 365.

Role

Analyze and understand industry and competitor landscape
Take ownership of the product roadmap. Create products that have an impact for customers specifically around AI, Machine Learning and Compliance.
Manage the entire product lifecycle - Ideate, prioritize, execute and deliver great solutions
Connect with customers and gather feedback
Clearly communicate product vision, solutions, and use-cases through documentation, designs sketches/wireframes, interaction flows, prototypes, and visuals
Work closely with our engineering team in India to ensure products are released on time
Release Management
Work with Sales, Marketing and Customer Success Teams to effectively communicate new features to the marketplace

Job Requirements

Must have 5+ years of product management or product owner experience building B2B SaaS Software
Must have overall software industry experience of 10 - 20 years
An MBA is required. A bachelor's degree in computer engineering is preferred.
Ability to understand current industry landscape and trends. Domain expertise in contract management or regulatory compliance is a huge a plus
Must have experience mapping and understanding complex competitive, and customer ecosystems
Must be adept with design and prototyping tools like Sketch or In vision
Must be familiar with Agile and Scrum Methodologies
Familiarity with Web Technologies, Azure, SharePoint, AI, Machine Learning are desired
Must have excellent technical skills including Web Technologies, SharePoint, AI, ML and Rest API
Excellent analytical skills to break down complex problems.
Excellent communication skills. Able to communicate efficiently both strategic vision and specific details to various stakeholders, from senior leadership to individual project members.
Be able to write clear and concise product requirements, user stories, status updates and product results
Excellent prioritization skills with an attention to detail

About Us

Converge Point is a fast-growing software company headquartered in Houston, USA with an exclusive development office in Chennai. We are the leading provider of compliance software solutions on Office 365 Microsoft SharePoint and offer five proprietary software products that manage the life cycle of Policies & Procedures, Contracts, Conflict of Interest Disclosures, Incident Tracking and Employee Training. Converge Point currently serves about a large number of customers (Fortune 500, Enterprise and mid Size organizations) in the US, Canada, UK, Australia/New Zealand, and South Africa.

Converge Point was listed as one of the fastest-growing private companies in the United States by Inc. magazine in 2018. You can find more information about the company at www.convergepoint.com.

Job Posted by ApplicantPro","ai,excel,flask",Class 3
229,Apptio,Data Analyst I,200,113760,Karnataka,Bengaluru,India,Software Development,1000,Full-time, Mid-Senior level,C14,J254,D254,"About the job
Us

Overview

Apptio is the leading provider of cloud-based Technology Business Management (TBM) software that helps technology and financial leaders make strategic decisions as they plan, analyze, and optimize technology investments.

Apptio fuels digital transformation using business analytics to provide facts and insights about technology cost, value and quality, so leaders can make faster, data-driven decisions.

Hundreds of organizations, including 50% of the Fortune 100, choose Apptio as their business system of record to align IT planning and spending with business priorities.

You

Apptio is looking for a Data Analyst to be a marketing /sales data and business intelligence subject matter expert. As this trusted expert, you will work closely with the business to understand stakeholders needs and design insightful solutions ranging from dashboards to custom, ad hoc analyses of marketing and sales activities, customer engagements, and performance

Responsibilities
Design and develop dashboards that take raw engagement, customer and spend information to convey how efficient and effective each function is performing with a view to identifying opportunities for greater value.
Analyze and develop data models to ensure that data structures appropriately support business requirements
Translates complex functional and technical requirements into detailed architecture, design, and high performing reporting
Collaborates with business and internal stakeholders to clarify requirements and validation criteria
Qualifications

Basic Qualifications & Competencies:
Minimum of 5 years of experience in business intelligence and analysis
Degree in Information Technology, Engineering, Computer Science, Mathematics, Statistics or a related discipline
Advanced experience in reporting systems, data warehouse systems, and dashboards
Experience developing dashboards in Tableau and Tableau Server
Advanced SQL skills and experience with operational reporting systems, data warehouse systems, and dashboards.
Programming experience in Python
Passion for innovation and “can do” attitude
Excellent problem solving and critical thinking experience
Ability to build a sense of trust and rapport that creates a comfortable & effective workplace
Excellent written and oral communication skills","sql,python,tableau,excel,flask",Class 3
230,Docsumo,Python Intern,10,19689,Karnataka,Bengaluru,India,Software Development,50,Internship , Internship,C57,J255,D255,"About the job
Docsumo is document AI software with Intelligent OCR technology that helps convert unstructured documents such as pay stubs, invoices and bank statements to actionable data. Works with documents in any format with minimal setup. We are founders and data scientists with deep expertise building neural networks for large corporations.

We are obsessed with eliminating manual data entry, something that a lot of people are forced to do without much job satisfaction. We believe that machine learning and technology can change that.

We envision a world without manual data entry! Docsumo is backed by Fifth Wall, Common Ocean, Sequoia, Better Capital, Techstars & Barclays and is proud to have clients like PayU, Hitachi, Arbor, Westland etc.

Requirements

Must have good knowledge of python software development
Good github profile
Must have knowledge and experience with Flask
Theoretical and practical knowledge of databases is plus
Basic understanding of docker and ci/cd is plus
The candidate should be able to work 7-8 hours a day from Mon-Fri
Must be self-motivated, flexible, collaborative, with an eagerness to learn

Responsibilities

Will be responsible for delivering moderately code solutions
Should be able to understand the business problem, identify the key challenges, formalize the problem algorithmically, and prototype solutions","ai,django,python,excel,flask",Class 3
231,Johnson Controls,Application Engineer,88,1194216,Maharashtra,Mumbai,India,Industrial Machinery Manufacturing,10001,Full-time , Entry level,C97,J258,D258,"About the job
Job Details

Application Engineer - Controls

What You Will Do

The primary responsibility for this role is to work on Building Management System global projects detailed engineering as per country specific standards from India Engineering center. Independent execution of project throughout the lifecycle, handle first level escalation. Follow processes, maintain required quality standards and on time deliveries to ensure customer satisfaction.

How You Will Do It
Review MEP drawings and identify HAVC equipment, dampers and sensors
Review control specifications and sequence of operations
Generation of initial review sheets and RFI’s
Creation of Bill of material, selection of sensors, control valves, dampers, air flow stations, controllers etc.
Control devices and controller wiring, terminations, interlock wiring
Preparation of I/O Summery
Preparation of BMS network architecture
Software programming of supervisory and DDC level controllers, prepare test plan, perform simulation and delivering commissioning package to field from India Engineering center
Ensure quality assurance and defect free hardware and software package delivery
Adherence with all processes and guidelines to execute project within timeline
What We Look For
BE/ME (Instrumentation / Electrical/ Electronics / Electronics & Communication
Basic Instrumentation & Control loop understanding
Knowledge of HVAC systems like Chilled Water System, Cooling Towers, Primary & Secondary pumping systems, Hot Water System, Different types of AHUs, FCUs, VAV systems etc.
Strong knowledge of BMS architecture with different types of Operator workstations, Supervisory Controllers, DDC controllers, Sensors & Actuators etc.
Knowledge of different types of network protocols like BACNet, LON, Modbus, OPC, and other communication protocols
Must be proficient in wiring of starters, field devices, safety interlocks & panels
Experience in engineering, installing and commissioning of HVAC & BMS systems for infrastructure projects like pharmaceuticals, airports, commercial buildings, hospitals
Experience in the field of Industrial Automation (PLC programming / DCS/ SCADA) will be added an advantage
Must be a quick learner & should have a keen eye for problem solving
Proficient in written and verbal communication
Ability to demonstrate good leadership skills
Preferred

2 to 6 years of relevant experience in Building Automation Industry, BMS Design Engineering or Industrial Automation & process control.

Johnson Controls is an equal employment opportunity and affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law. For more information, please view EEO is the Law. If you are an individual with a disability and you require an accommodation during the application process, please visit www.johnsoncontrols.com/tomorrowneedsyou.","excel,flask",Class 3
232,Xerox,Print/Mail/Scan Production Associate I,27,901563,Chandigarh,Chandigarh,India,IT Services and IT Consulting,10001,Full-time , Entry level,C188,J260,D260,"About the job
About Xerox Holdings Corporation

Description & Requirements

For more than 100 years, Xerox has continually redefined the workplace experience. Harnessing our leadership position in office and production print technology, we’ve expanded into software and services to sustainably power today’s workforce. From the office to industrial environments, our differentiated business solutions and financial services are designed to make every day work better for clients — no matter where that work is being done. Today, Xerox scientists and engineers are continuing our legacy of innovation with disruptive technologies in digital transformation, augmented reality, robotic process automation, additive manufacturing, Industrial Internet of Things and cleantech. Learn more at www.xerox.com and explore our commitment to diversity and inclusion.

Job Location: Chandigarh (IT Park)

Job Role: Validation of Digital Invoices

j ob Requirement:

Back-end non-voice process (non-technical)

The candidate should be comfortable working on a target-based profile.
The candidate should have basic computer knowledge including Excel.
Must have good communication skills, a Logical thinker & a team player.
Should be flexible working on weekends/public holidays and for 24*5 too as per business requirements.
Shifts:


Males - Day & Night shifts, please apply if flexible for rotational shifts.

Females - Only Day Shifts.

During training, we may ask you to join the office and later can ask you to work from home as per business requirements. So, candidate should be flexible enough to work in all circumstances.

Salary Details:
12K+ and then Shift allowance (only on shifts as per company policy) +2K (Transport allowance, applicable while working from Office)
Educational Qualification:

Either Graduation or Three-year Diploma in any stream with 10+2

Commerce background would be given preference

Xerox is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, creed, religion, ancestry, national origin, age, gender identity or expression, sex, marital status, sexual orientation, physical or mental disability, use of a guide dog or service animal, military/veteran status, citizenship status, basis of genetic information, or any other group protected by law. Learn more at www.xerox.com and explore our commitment to diversity and inclusion! People with disabilities who need a reasonable accommodation to apply or compete for employment with Xerox may request such accommodation(s) by sending an e-mail to XeroxStaffingAdminCenter@xerox.com. Be sure to include your name, the job you are interested in, and the accommodation you are seeking.

© 2020 Xerox Corporation. All rights reserved. Xerox® and Xerox and Design® are trademarks of Xerox Corporation in the United States and/or other countries.","excel,flask",Class 3
